code,date,time,price,quantity,direction,profit_loss,current_cash,currentCommission,currentMargin,contract_type
IC2203,20220314,14:00:00,6375.6,1,2,-1275120.0,487615.78208000027,29.32776,-153014.4,main
IC2204,20220314,14:00:00,6352.0,1,1,1270400.0,-782813.4371199997,29.2192,152448.0,main
IC2204,20220411,14:00:00,6073.0,1,2,-1214600.0,431758.62708000024,27.9358,-145752.0,main
IC2205,20220411,14:00:00,6029.2,1,1,1205840.0,-774109.1072399998,27.73432,144700.8,main
IC2205,20220516,14:00:00,5771.8,1,2,-1154360.0,380224.3424800001,26.55028,-138523.19999999998,main
IC2206,20220516,14:00:00,5723.8,1,1,1144760.0,-764561.987,26.32948,137371.19999999998,main
IC2206,20220613,14:00:00,6186.8,1,2,-1237360.0,472769.55371999997,28.45928,-148483.19999999998,main
IC2207,20220613,14:00:00,6137.2,1,1,1227440.0,-754698.6773999999,28.23112,147292.8,main
IC2207,20220711,14:00:00,6267.8,1,2,-1253560.0,498832.4907200001,28.83188,-150427.19999999998,main
IC2208,20220711,14:00:00,6225.2,1,1,1245040.0,-746236.1451999999,28.63592,149404.8,main
IC2208,20220815,14:00:00,6450.8,1,2,-1290160.0,543894.1811200001,29.67368,-154819.19999999998,main
IC2209,20220815,14:00:00,6419.8,1,1,1283960.0,-740095.34996,29.53108,154075.19999999998,main
IC2209,20220913,14:00:00,6306.2,1,2,-1261240.0,521115.64152000006,29.00852,-151348.8,main
IC2210,20220913,14:00:00,6275.0,1,1,1255000.0,-733913.2234799999,28.865,150600.0,main
IC2210,20221017,14:00:00,6002.4,1,2,-1200480.0,466539.16547999997,27.61104,-144057.6,main
IC2211,20221017,14:00:00,5984.6,1,1,1196920.0,-730408.36368,27.52916,143630.4,main
IC2211,20221114,14:00:00,6126.4,1,2,-1225280.0,494843.4548800001,28.18144,-147033.6,main
IC2212,20221114,14:00:00,6131.4,1,1,1226280.0,-731464.7495599999,28.20444,147153.6,main
IC2212,20221212,14:00:00,6178.2,1,2,-1235640.0,504146.8307200002,28.41972,-148276.8,main
IC2301,20221212,14:00:00,6177.4,1,1,1235480.0,-731361.5853199998,28.41604,148257.6,main
IC2301,20230116,14:00:00,6146.0,1,2,-1229200.0,497810.14308000007,28.2716,-147504.0,main
IC2302,20230116,14:00:00,6149.8,1,1,1229960.0,-732178.146,28.28908,147595.19999999998,main
IC2302,20230213,14:00:00,6359.6,1,2,-1271920.0,539712.59984,29.25416,-152630.4,main
IC2303,20230213,14:00:00,6353.0,1,1,1270600.0,-730916.62396,29.2238,152472.0,main
IC2303,20230313,14:00:00,6212.8,1,2,-1242560.0,511614.7971600001,28.57888,-149107.19999999998,main
IC2304,20230313,14:00:00,6198.8,1,1,1239760.0,-728173.7173199998,28.51448,148771.19999999998,main
IC2304,20230417,14:00:00,6438.8,1,2,-1287760.0,559556.6642000002,29.61848,-154531.19999999998,main
IC2305,20230417,14:00:00,6421.8,1,1,1284360.0,-724832.8760799998,29.54028,154123.19999999998,main
IC2305,20230515,14:00:00,6122.0,1,2,-1224400.0,499538.9627200002,28.1612,-146928.0,main
IC2306,20230515,14:00:00,6100.6,1,1,1220120.0,-720609.1000399997,28.06276,146414.4,main
IC2306,20230612,14:00:00,6039.8,1,2,-1207960.0,487323.11688000034,27.78308,-144955.19999999998,main
IC2307,20230612,14:00:00,6021.2,1,1,1204240.0,-716944.5806399996,27.69752,144508.8,main
IC2307,20230717,14:00:00,5986.0,1,2,-1197200.0,480227.88376000035,27.5356,-143664.0,main
