code,date,time,price,quantity,direction,profit_loss,current_cash,currentCommission,currentMargin,contract_type
IC2111,20211011,14:00:00,7020.4,1,1,1404080.0,9196065.421999997,32.29384,168489.6,main
IC2111,20211115,14:00:00,7101.2,1,2,-1420240.0,10616272.756479997,32.66552,-170428.8,main
IC2112,20211115,14:00:00,7068.2,1,1,1413640.0,9202600.242759997,32.51372,169636.8,main
IC2112,20211213,14:00:00,7357.8,1,2,-1471560.0,10674126.396879997,33.84588,-176587.19999999998,main
IC2201,20211213,14:00:00,7316.0,1,1,1463200.0,9210892.743279997,33.6536,175584.0,main
IC2201,20220117,14:00:00,7180.4,1,2,-1436080.0,10646939.713439997,33.02984,-172329.6,main
IC2202,20220117,14:00:00,7171.8,1,1,1434360.0,9212546.723159997,32.99028,172123.19999999998,main
IC2202,20220214,14:00:00,6697.2,1,2,-1339440.0,10551955.916039996,30.80712,-160732.8,main
IC2203,20220214,14:00:00,6697.0,1,1,1339400.0,9212525.109839996,30.8062,160728.0,main
IC2203,20220314,14:00:00,6375.6,1,2,-1275120.0,10487615.782079997,29.32776,-153014.4,main
IC2204,20220314,14:00:00,6352.0,1,1,1270400.0,9217186.562879996,29.2192,152448.0,main
IC2204,20220411,14:00:00,6073.0,1,2,-1214600.0,10431758.627079997,27.9358,-145752.0,main
IC2205,20220411,14:00:00,6029.2,1,1,1205840.0,9225890.892759997,27.73432,144700.8,main
IC2205,20220516,14:00:00,5771.8,1,2,-1154360.0,10380224.342479996,26.55028,-138523.19999999998,main
IC2206,20220516,14:00:00,5723.8,1,1,1144760.0,9235438.012999997,26.32948,137371.19999999998,main
IC2206,20220613,14:00:00,6186.8,1,2,-1237360.0,10472769.553719997,28.45928,-148483.19999999998,main
IC2207,20220613,14:00:00,6137.2,1,1,1227440.0,9245301.322599998,28.23112,147292.8,main
IC2207,20220711,14:00:00,6267.8,1,2,-1253560.0,10498832.490719998,28.83188,-150427.19999999998,main
IC2208,20220711,14:00:00,6225.2,1,1,1245040.0,9253763.854799999,28.63592,149404.8,main
IC2208,20220815,14:00:00,6450.8,1,2,-1290160.0,10543894.181119999,29.67368,-154819.19999999998,main
IC2209,20220815,14:00:00,6419.8,1,1,1283960.0,9259904.650039999,29.53108,154075.19999999998,main
IC2209,20220913,14:00:00,6306.2,1,2,-1261240.0,10521115.64152,29.00852,-151348.8,main
IC2210,20220913,14:00:00,6275.0,1,1,1255000.0,9266086.776519999,28.865,150600.0,main
IC2210,20221017,14:00:00,6002.4,1,2,-1200480.0,10466539.165479999,27.61104,-144057.6,main
IC2211,20221017,14:00:00,5984.6,1,1,1196920.0,9269591.636319999,27.52916,143630.4,main
IC2211,20221114,14:00:00,6126.4,1,2,-1225280.0,10494843.45488,28.18144,-147033.6,main
IC2212,20221114,14:00:00,6131.4,1,1,1226280.0,9268535.25044,28.20444,147153.6,main
IC2212,20221212,14:00:00,6178.2,1,2,-1235640.0,10504146.83072,28.41972,-148276.8,main
IC2301,20221212,14:00:00,6177.4,1,1,1235480.0,9268638.41468,28.41604,148257.6,main
IC2301,20230116,14:00:00,6146.0,1,2,-1229200.0,10497810.14308,28.2716,-147504.0,main
IC2302,20230116,14:00:00,6149.8,1,1,1229960.0,9267821.854,28.28908,147595.19999999998,main
IC2302,20230213,14:00:00,6359.6,1,2,-1271920.0,10539712.59984,29.25416,-152630.4,main
IC2303,20230213,14:00:00,6353.0,1,1,1270600.0,9269083.37604,29.2238,152472.0,main
IC2303,20230313,14:00:00,6212.8,1,2,-1242560.0,10511614.79716,28.57888,-149107.19999999998,main
IC2304,20230313,14:00:00,6198.8,1,1,1239760.0,9271826.28268,28.51448,148771.19999999998,main
IC2304,20230417,14:00:00,6438.8,1,2,-1287760.0,10559556.664199999,29.61848,-154531.19999999998,main
IC2305,20230417,14:00:00,6421.8,1,1,1284360.0,9275167.12392,29.54028,154123.19999999998,main
IC2305,20230515,14:00:00,6122.0,1,2,-1224400.0,10499538.96272,28.1612,-146928.0,main
IC2306,20230515,14:00:00,6100.6,1,1,1220120.0,9279390.89996,28.06276,146414.4,main
IC2306,20230612,14:00:00,6039.8,1,2,-1207960.0,10487323.11688,27.78308,-144955.19999999998,main
IC2307,20230612,14:00:00,6021.2,1,1,1204240.0,9283055.41936,27.69752,144508.8,main
IC2307,20230717,14:00:00,5986.0,1,2,-1197200.0,10480227.883760002,27.5356,-143664.0,main
IC2308,20230717,14:00:00,5976.4,1,1,1195280.0,9284920.392320001,27.49144,143433.6,main
IC2308,20230814,14:00:00,5893.8,1,2,-1178760.0,10463653.280840002,27.11148,-141451.19999999998,main
IC2309,20230814,14:00:00,5896.0,1,1,1179200.0,9284426.159240002,27.1216,141504.0,main
IC2309,20230911,14:00:00,5787.4,1,2,-1157480.0,10441879.537200002,26.62204,-138897.6,main
IC2310,20230911,14:00:00,5788.0,1,1,1157600.0,9284252.912400002,26.6248,138912.0,main
IC2310,20231016,14:00:00,5582.0,1,2,-1116400.0,10400627.2352,25.6772,-133968.0,main
IC2311,20231016,14:00:00,5585.6,1,1,1117120.0,9283481.54144,25.69376,134054.4,main
IC2311,20231113,14:00:00,5583.8,1,2,-1116760.0,10400215.85596,25.68548,-134011.19999999998,main
IC2312,20231113,14:00:00,5572.0,1,1,1114400.0,9285790.22476,25.6312,133728.0,main
IC2312,20231211,14:00:00,5524.6,1,2,-1104920.0,10390684.8116,25.41316,-132590.4,main
IC2401,20231211,14:00:00,5500.0,1,1,1100000.0,9290659.511599999,25.3,132000.0,main
IC2401,20240115,14:00:00,5190.2,1,2,-1038040.0,10328675.63668,23.87492,-124564.79999999999,main
IC2402,20240115,14:00:00,5164.0,1,1,1032800.0,9295851.88228,23.7544,123936.0,main
IC2402,20240219,14:00:00,5101.4,1,2,-1020279.9999999999,10316108.41584,23.46644,-122433.59999999998,main
IC2403,20240219,14:00:00,5056.6,1,1,1011320.0000000001,9304765.15548,23.260360000000002,121358.40000000001,main
IC2403,20240311,14:00:00,5385.4,1,2,-1077080.0,10381820.382639999,24.77284,-129249.59999999999,main
IC2404,20240311,14:00:00,5361.2,1,1,1072240.0,9309555.721119998,24.66152,128668.79999999999,main
IC2404,20240415,14:00:00,5335.8,1,2,-1067160.0,10376691.176439999,24.54468,-128059.2,main
IC2405,20240415,14:00:00,5309.2,1,1,1061840.0,9314826.75412,24.42232,127420.79999999999,main
IC2405,20240513,14:00:00,5508.2,1,2,-1101640.0,10416441.4164,25.33772,-132196.8,main
IC2406,20240513,14:00:00,5474.0,1,1,1094800.0,9321616.236000001,25.1804,131376.0,main
IC2406,20240617,14:00:00,5203.8,1,2,-1040760.0,10362352.29852,23.93748,-124891.2,main
IC2407,20240617,14:00:00,5174.2,1,1,1034840.0,9327488.497200001,23.80132,124180.79999999999,main
IC2407,20240715,14:00:00,4867.4,1,2,-973479.9999999999,10300946.10716,22.39004,-116817.59999999998,main
IC2408,20240715,14:00:00,4841.6,1,1,968320.0000000001,9332603.8358,22.27136,116198.40000000001,main
IC2408,20240812,14:00:00,4709.6,1,2,-941920.0000000001,10274502.17164,21.664160000000003,-113030.40000000001,main
IC2409,20240812,14:00:00,4683.0,1,1,936600.0,9337880.62984,21.5418,112392.0,main
IC2409,20240918,14:00:00,4474.0,1,2,-894800.0,10232660.04944,20.5804,-107376.0,main
IC2410,20240918,14:00:00,4447.2,1,1,889440.0,9343199.59232,20.45712,106732.8,main
